drugbank_id,entity_id,smiles
DB01017,227,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
DB01120,228,[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
DB00872,229,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
DB00290,230,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O
DB00187,231,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00195,232,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
DB00264,233,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00368,234,NC[C@H](O)C1=CC(O)=C(O)C=C1
DB00373,235,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
DB00571,236,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2
DB00612,237,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
DB00668,238,CNC[C@H](O)C1=CC(O)=C(O)C=C1
DB00841,239,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
DB01001,240,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
DB01064,241,CC(C)NCC(O)C1=CC(O)=C(O)C=C1
DB01193,242,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O
DB04861,243,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00281,244,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
DB00296,245,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
DB00527,246,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
DB00645,247,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1
DB00721,248,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
DB00807,249,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
DB00892,250,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
DB00961,251,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB01086,252,CCOC(=O)C1=CC=C(C=C1)N
DB01173,253,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
DB00583,254,C[N+](C)(C)C[C@H](O)CC([O-])=O
DB01074,255,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
DB00203,256,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
DB00820,257,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
DB00862,258,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1
DB00975,259,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
DB00128,260,N[C@@H](CC(O)=O)C(O)=O
DB01708,261,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
DB00379,262,CC1=C(C(=CC=C1)C)OCC(C)N
DB00564,263,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00740,264,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
DB00750,265,CCCNC(C)C(=O)NC1=CC=CC=C1C
DB00776,266,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
DB01195,267,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
DB02877,268,CC(=CC1=CC=C(C=C1)C(=O)O)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C
DB04942,269,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2
DB00222,270,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
DB00672,271,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
DB00731,272,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
DB00912,273,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
DB01067,274,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DB01124,275,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
DB01251,276,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
DB00302,277,NC[C@H]1CC[C@@H](CC1)C(O)=O
DB00513,278,NCCCCCC(O)=O
DB00197,279,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O
DB00412,280,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DB01132,281,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
DB06228,282,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
DB01373,283,[Ca]
DB01087,284,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
DB00178,285,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
DB00542,286,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
DB00584,287,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
DB00691,288,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O
DB00790,289,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
DB00881,290,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O
DB01197,291,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
DB01340,292,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O
DB01213,293,CC1=CNN=C1
DB00200,294,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co]
DB00648,295,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
DB01367,296,C#CCNC1CCC2=CC=CC=C12
DB00179,297,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
DB00233,298,NC1=CC(O)=C(C=C1)C(O)=O
DB00471,299,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
DB00744,300,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
DB01097,301,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
DB00242,302,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
DB00900,303,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
DB01667,304,NC1=NC2=C(N=NN2)C(=O)N1
DB02857,305,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
DB00600,306,OC1=CC=C(OCC2=CC=CC=C2)C=C1
DB00780,307,C1=CC=C(C=C1)CCNN
DB00331,308,CN(C)C(=N)N=C(N)N
DB03796,309,CCCCCCCCCCCCCCCC(=O)O
DB00811,310,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB00480,311,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
DB00482,312,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
DB00533,313,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
DB00580,314,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
DB01041,315,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
DB04743,316,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O
DB08597,317,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3
DB00232,318,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
DB00381,319,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
DB00423,320,COC1=C(OCC(O)COC(N)=O)C=CC=C1
DB00436,321,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
DB00703,322,CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O
DB00869,323,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DB00880,324,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
DB00999,325,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DB01021,326,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
DB01144,327,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
DB01194,328,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DB00400,329,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
DB00370,330,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
DB00484,331,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
DB00575,332,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
DB00633,333,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
DB00656,334,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
DB00692,335,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
DB00697,336,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
DB00797,337,C1CN=C(N1)CC2=CC=CC=C2
DB00925,338,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
DB00935,339,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
DB00968,340,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
DB01392,341,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
DB06148,342,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
DB06694,343,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
DB06711,344,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
DB00216,345,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
DB00315,346,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
DB00490,347,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
DB00669,348,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
DB00952,349,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
DB01616,350,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
DB06684,351,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1
DB00393,352,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
DB00728,353,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
DB00889,354,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
DB01043,355,CC12CC3CC(C1)(CC(C3)(C2)N)C
DB00279,356,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
DB00451,357,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
DB03604,358,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1
DB00115,359,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
DB00695,360,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
DB00293,361,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DB00322,362,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
DB00432,363,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F
DB00440,364,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
DB00441,365,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
DB00544,366,FC1=CNC(=O)NC1=O
DB00642,367,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
DB01101,368,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
DB00631,369,[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12
DB01005,370,NC(=O)NO
DB01073,371,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB00980,372,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
DB06594,373,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1
DB02329,374,[H][C@@]1(CC[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@]2([H])C(=O)C=C2[C@]4([H])C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C)OC(=O)CCC(O)=O
DB00205,375,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
DB00563,376,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DB01157,377,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
DB00609,378,CCC1=NC=CC(=C1)C(N)=S
DB00951,379,NNC(=O)C1=CC=NC=C1
DB03608,380,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1
DB00230,381,CC(C)C[C@H](CN)CC(O)=O
DB00836,382,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB01244,383,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
DB00140,384,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
DB00091,385,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
DB00402,386,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB00794,387,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
DB01205,388,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
DB01117,389,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O
DB02262,390,OC(=O)C1=CC(=O)NC(=O)N1
DB00673,391,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
DB01221,392,CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB06717,393,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
DB01242,394,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
DB00257,395,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
DB00468,396,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
DB00949,397,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
DB00831,398,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
DB01023,399,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
DB01115,400,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
DB00704,401,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
DB00741,402,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB02701,403,C1=CC(=CN=C1)C(=O)N
DB00382,404,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
DB00483,405,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00545,406,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
DB00674,407,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
DB00989,408,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
DB01245,409,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
DB08167,410,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2
DB01169,411,O=[As]O[As]=O
DB00218,412,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
DB00467,413,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
DB00487,414,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1
DB00537,415,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
DB00978,416,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
DB01059,417,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
DB01137,418,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
DB01165,419,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
DB01208,420,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
DB04576,421,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O
DB00270,422,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
DB00401,423,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
DB01054,424,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
DB06712,425,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N
DB00235,426,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
DB00261,427,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl
DB00922,428,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
DB01166,429,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2
DB00283,430,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
DB00341,431,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00455,432,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
DB00557,433,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00719,434,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
DB00737,435,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
DB00768,436,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
DB00792,437,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
DB00920,438,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
DB00950,439,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00967,440,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
DB00972,441,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
DB01075,442,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
DB01114,443,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
DB01176,444,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
DB01620,445,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2
DB04890,446,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB06698,447,CNCCC1=CC=CC=N1
DB08799,448,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
DB08800,449,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2
DB00472,450,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DB00924,451,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
DB04599,452,COC1=CC=C(C=C1)C(=O)N2CCCC2=O
DB06288,453,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
DB00104,454,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O
DB01143,455,NCCCNCCSP(O)(O)=O
DB00953,456,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
DB00188,457,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
DB00593,458,CCC1(C)CC(=O)NC1=O
DB01113,459,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
DB01954,460,COC1=C(OC2CCCC2)C=C(C=C1)C1CNC(=O)C1
DB03849,461,COC1=C(OC2CCCC2)C=C(C=C1)[C@]1(CC[C@@H](CC1)C(O)=O)C#N
DB04149,462,[H][C@]1(CNC(=O)C1)C1=CC(OC2CCCC2)=C(OC)C=C1
DB00808,463,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
DB00346,464,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
DB00388,465,CNC[C@H](O)C1=CC(O)=CC=C1
DB00450,466,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
DB00706,467,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
DB00389,468,CCOC(=O)N1C=CN(C1=S)C
DB00550,469,CCCC1=CC(=O)NC(=S)N1
DB00763,470,CN1C=CNC1=S
DB01259,471,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
DB00227,472,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
DB00627,473,OC(=O)C1=CN=CC=C1
DB00445,474,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
DB01280,475,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB00356,476,ClC1=CC2=C(OC(=O)N2)C=C1
DB01003,477,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
